,Polinomios,D,bases
10,"[1691*x*z + 906*y^2 + 151*z^2 + 1303*z + 1747, 639*y*z - 1114*z^2 - 903*x + 104*y - 1461*z]",3,"[x^2*z + 118*x*y^2 + 73*z^3 - 121*x*y - 1449*y^2 - 46*z^2 - 1526*x - 477*y + 688*z + 518, x*y*z - 510*z^3 - 884*x^2 + 750*x*y + 1352*y^2 + 1127*z^2 - 1453*x + 77*y + 260*z - 161, x*z^2 + 357*z^3 + 1449*x*y + 175*y^2 - 602*z^2 - 47*x - 1118*y - 1085*z + 20, y^3 - 328*z^3 - 1255*x^2 + 174*x*y + 739*y^2 + 484*z^2 - 307*x - 607*y - 546*z - 680, y^2*z + 939*z^3 - 884*x*y + 750*y^2 - 163*z^2 + 812*x - 231*y + 1291*z - 421, y*z^2 - 1012*z^3 + 1449*y^2 - 215*z^2 - 661*x - 26*y - 951*z - 60, x*z + 118*y^2 + 1202*z^2 + 1446*z - 1268, y*z - 1012*z^2 - 884*x - 727*y - 735*z]"
11,"[600*x*y - 970*x*z + 332*z^2 - 1145*y - 484*z, -608*x*y + 964*y^2 - 124*y*z + 1135*z^2 - 1522*z]",3,"[x^2*y - 1168*y^2*z + 1170*y*z^2 + 985*z^3 + 1235*y^2 - 1160*y*z + 97*z^2 - 501*y - 564*z, x^2*z - 1076*y^2*z + 446*y*z^2 - 140*z^3 - 45*y^2 - 685*y*z + 206*z^2 + 1158*y + 1546*z, x*y^2 - 1694*y^2*z - 1474*y*z^2 + 927*z^3 + 205*y^2 + 1016*y*z + 982*z^2, x*y*z - 865*y^2*z + 1377*y*z^2 + 354*z^3 + 1741*z^2, x*z^2 + 1403*y^2*z - 1196*y*z^2 + 204*z^3 + 312*y*z - 1709*z^2, y^3 + 1772*y^2*z + 1511*y*z^2 + 202*z^3 - 1681*y^2 - 1149*y*z - 249*z^2, x*y - 865*y^2 + 1377*y*z + 354*z^2 + 1741*z, x*z + 1403*y^2 - 1196*y*z + 204*z^2 + 312*y - 1709*z]"
12,"[-252*x^2 + 866*z^2 - 970*y - 1588*z + 391, -505*x*z - 1710*y^2 + 34*z^2 + 636*x + 639*y]",4,"[x^4 - 1769*z^4 - 1075*y*z^2 + 1458*z^3 - 1024*y^2 - 347*y*z + 621*z^2 + 43*y - 1619*z - 559, x^3*y + 1597*y^3*z + 101*y*z^3 - 355*y^3 - 1188*y^2*z + 173*y*z^2 + 748*z^3 + 569*x*y + 49*y^2 + 617*y*z - 1258*z^2 - 1689*x - 993*y - 1750*z - 1137, x^3*z + 1597*y^2*z^2 + 101*z^4 - 3*y^3 - 355*y^2*z - 1275*y*z^2 + 173*z^3 - 1231*x*y - 743*y^2 + 226*y*z + 794*z^2 - 1422*x - 726*y, x^2*y^2 - 482*y^2*z^2 + 32*y^3 - 50*y^2*z - 832*y^2, x^2*y*z - 482*y*z^3 + 32*y^2*z - 50*y*z^2 - 832*y*z, x^2*z^2 - 482*z^4 + 32*y*z^2 - 50*z^3 - 832*z^2, x*y^3 - 611*y^3*z + 420*y*z^3 - 327*y^3 + 841*y^2*z + 261*y*z^2 + 717*z^3 + 1010*x*y - 125*y^2 - 652*y*z + 1535*z^2 - 1472*x - 419*y + 703*z - 279, x*y^2*z - 611*y^2*z^2 + 420*z^4 + 514*y^3 - 327*y^2*z + 1559*y*z^2 + 261*z^3 + 456*x*y + 1311*y^2 + 1472*y*z + 1391*z^2 - 1736*x - 138*y - 297*z, x*y*z^2 + 776*y^3*z + 611*y*z^3 - 589*y^3 - 514*y^2*z + 327*y*z^2 + 692*x*y - 844*y^2, x*z^3 + 776*y^2*z^2 + 611*z^4 - 589*y^2*z - 514*y*z^2 + 327*z^3 - 1395*y^2 - 844*y*z - 719*z^2 - 1348*x + 988*y, y^4 + 29*y^2*z^2 - 933*z^4 + 858*y^3 - 1259*y*z^2 - 1321*z^3 - 403*y^2 + 302*y*z - 154*z^2 - 731*y - 1611*z + 1271, x^3 + 1597*y^2*z + 101*z^3 + 32*x*y - 355*y^2 + 542*y*z + 173*z^2 + 109*x + 226*y, x^2*y - 482*y*z^2 + 32*y^2 - 50*y*z - 832*y, x^2*z - 482*z^3 + 32*y*z - 50*z^2 - 832*z, x*y^2 - 611*y^2*z + 420*z^3 + 429*x*y - 327*y^2 + 1200*y*z + 261*z^2 + 607*x + 1472*y - 167*z - 297, x*y*z + 776*y^3 + 611*y*z^2 + 371*x*y - 514*y^2, x*z^2 + 776*y^2*z + 611*z^3 - 589*y^2 - 514*y*z + 327*z^2 + 692*x - 844*y, x^2 - 482*z^2 + 32*y - 50*z - 832, x*z + 776*y^2 + 611*z^2 + 371*x - 514*y]"
13,"[1581*x^2 + 592*x*y - 1522*x*z + 926*z^2 - 1626*z, 511*x*y + 697*y^2 + 326*z^2 - 1713*x + 1445*z]",4,"[x^4 + 1214*y^3*z - 1616*y^2*z^2 + 301*y*z^3 - 521*z^4 - 705*y^3 + 186*y^2*z - 317*y*z^2 + 519*z^3 - 603*x*z + 1091*y^2 + 1045*y*z - 1102*z^2 - 1633*x - 39*z, x^3*y - 1073*y^3*z + 774*y^2*z^2 + 1210*y*z^3 + 1141*z^4 - 1687*y^3 - 506*y^2*z - 668*y*z^2 + 1684*z^3 - 958*x*z - 1693*y^2 - 1025*y*z - 1671*z^2 - 1208*x + 1235*z, x^3*z - 651*y^3*z - 755*y^2*z^2 - 1299*y*z^3 - 514*z^4 - 719*y^3 + 193*y^2*z - 1313*y*z^2 + 613*z^3 - 241*x*z + 314*y^2 - 1530*y*z + 1195*z^2 + 928*x - 1383*z, x^2*y^2 + 6*y^3*z + 1122*y^2*z^2 - 501*y*z^3 - 396*z^4 - 510*y^3 + 743*y^2*z - 82*y*z^2 - 6*z^3 + 1362*x*z + 942*y^2 - 167*y*z + 1493*z^2 - 763*x - 647*z, x^2*y*z + 857*y^3*z + 421*y^2*z^2 - 546*y*z^3 - 1457*z^4 + 415*y^3 - 1472*y^2*z - 474*y*z^2 + 1024*z^3 - 699*x*z + 1353*y^2 - 809*y*z - 508*z^2 + 1265*x + 152*z, x^2*z^2 - 779*y^3*z - 348*y^2*z^2 + 948*y*z^3 - 1018*z^4 + 1123*y^3 + 1589*y^2*z - 1743*y*z^2 + 969*z^3 - 250*x*z + 1251*y^2 + 298*y*z - 281*z^2 + 218*x + 172*z, x*y^3 - 96*y^3*z - 766*y^2*z^2 + 922*y*z^3 + 746*z^4 - 759*y^3 - 1290*y^2*z - 1165*y*z^2 - 1561*z^3 + 1235*y^2 + 440*y*z - 833*z^2 + 1097*x - 483*z, x*y^2*z - 665*y^3*z + 549*y*z^3 - 1549*y^2*z - 254*y*z^2 - 124*z^3 + 1522*x*z - 789*z^2, x*y*z^2 - 665*y^2*z^2 + 549*z^4 + 1594*y^3 + 954*y^2*z - 674*y*z^2 + 1668*z^3 - 486*x*z - 410*y^2 + 1320*y*z - 1585*z^2 + 799*x - 476*z, x*z^3 + 666*y^3*z + 1440*y^2*z^2 + 1325*y*z^3 + 358*z^4 - 1320*y^3 + 1749*y^2*z - 1031*y*z^2 + 363*z^3 - 225*x*z + 611*y^2 - 1102*y*z + 949*z^2 - 92*x - 398*z, y^4 + 1536*y^3*z - 242*y^2*z^2 - 564*y*z^3 - 1295*z^4 + 1548*y^3 - 1159*y^2*z - 1079*y*z^2 + 147*z^3 + 1618*y*z - 1465*z^2 + 74*z, x^3 - 651*y^3 - 755*y^2*z - 1299*y*z^2 - 514*z^3 + 294*x*z + 1460*y^2 + 1614*y*z - 545*z^2 - 1288*x - 884*z, x^2*y + 857*y^3 + 421*y^2*z - 546*y*z^2 - 1457*z^3 - 1625*x*z - 452*y^2 - 570*y*z + 982*z^2 - 884*x - 418*z, x^2*z - 779*y^3 - 348*y^2*z + 948*y*z^2 - 1018*z^3 - 252*x*z + 503*y^2 + 1322*y*z - 572*z^2 - 366*x + 1501*z, x*y^2 - 665*y^3 + 549*y*z^2 - 1549*y^2 - 254*y*z - 124*z^2 + 1522*x - 789*z, x*y*z - 665*y^2*z + 549*z^3 - 45*x*z - 254*z^2, x*z^2 + 666*y^3 + 1440*y^2*z + 1325*y*z^2 + 358*z^3 + 1408*x*z + 385*y^2 - 1153*y*z + 753*z^2 - 534*x + 620*z, x^2 + 358*x*z + 857*y^2 - 546*z^2 + 138*x - 570*z, x*y - 665*y^2 + 549*z^2 - 45*x - 254*z]"
14,"[-291*x^2 - 1406*x*y + 1497*z^2 + 1068*y - 1326, -223*x*z + 464*z^2 + 312*x - 329*y + 637]",3,"[x^3 - 537*x*y^2 + 151*z^3 - 594*x*y - 237*y^2 - 122*y*z + 114*z^2 - 1467*x - 140*y + 1276*z - 1757, x^2*y + 1370*x*y^2 - 1562*z^3 + 213*x*y + 1318*y^2 - 56*y*z - 368*z^2 - 1718*x + 346*y + 864*z + 1517, x^2*z + 115*z^3 - 1756*x*y - 1297*y*z - 261*z^2 - 351*x - 322*y - 1715*z + 1047, x*y*z + 182*z^3 + 1534*x*y - 1415*y*z + 329*z^2 + 1054*x - 559*y - 464*z - 749, x*z^2 + 491*z^3 + 1433*y*z - 840*z^2 - 1421*x + 1146*y + 697*z + 498, y*z^2 + 592*z^3 - 1693*x*y + 328*y^2 + 1361*y*z + 1343*z^2 + 583*x + 436*y - 223*z + 565, x^2 + 1370*x*y + 1165*z^2 + 362*y + 1065, x*z + 491*z^2 + 269*x + 1433*y + 697]"
15,"[-302*y^2 - 978*z^2 - 1073*x + 1510*z + 281, 1050*x*y + 1014*x*z - 669*z^2 - 1695*x - 107*y]",3,"[x^2*y - 1053*x^2*z - 1277*y*z^2 - 368*z^3 - 1731*x^2 + 1024*x*z - 992*y*z - 1071*z^2 - 1337*x - 1207*y + 1757*z - 1766, x*y^2 + 1455*y*z^2 - 189*z^3 - 1000*x^2 + 646*x*z - 1589*y*z - 518*z^2 + 1210*x + 295*y + 1259*z + 1040, x*y*z - 1182*y*z^2 + 1455*z^3 + 154*x^2 - 1768*x*z - 1167*y*z + 962*z^2 - 170*x + 1479*y - 818*z - 918, x*z^2 + 1161*y*z^2 - 1182*z^3 + 785*x^2 - 658*x*z - 873*y*z - 1269*z^2 + 239*x + 1113*y - 853*z - 1547, y^3 + 567*y*z^2 - 898*x*z - 5*y*z - 352*z^2 + 1669*x + 1605*y, y^2*z + 567*z^3 + 720*x*z - 5*z^2 - 1610*z, x*y - 1053*x*z + 1104*z^2 - 559*x - 571*y, y^2 + 567*z^2 + 720*x - 5*z - 1610]"
16,"[-1371*x^2 + 766*x*y - 1147*x*z + 722*y*z - 1048*z^2, 891*x^2 + 1337*x*z - 61*y*z - 326*z^2 + 1256*z]",4,"[x^4 - 1043*y^2*z^2 + 991*y*z^3 - 1510*z^4 + 99*y^2*z - 427*y*z^2 - 639*z^3 + 980*x*z - 294*y*z + 1408*z^2, x^3*y + 950*y^2*z^2 - 1013*y*z^3 + 1034*z^4 + 179*y^2*z + 1275*y*z^2 + 617*z^3 - 1166*x*z - 1069*y*z + 945*z^2, x^3*z + 1028*y^2*z^2 - 135*y*z^3 + 1089*z^4 - 834*y^2*z - 415*y*z^2 + 1360*z^3 + 558*x*z + 542*y*z - 1112*z^2, x^2*y^2 + 1435*y^2*z^2 + 449*y*z^3 - 407*z^4 - 914*y^2*z - 1611*y*z^2 + 1182*z^3 - 843*x*z + 1317*y*z - 1623*z^2, x^2*y*z + 1633*y^2*z^2 + 1447*y*z^3 - 1284*z^4 + 553*y^2*z - 137*y*z^2 - 547*z^3 + 1748*x*z + 185*y*z - 445*z^2, x^2*z^2 + 864*y^2*z^2 - 107*y*z^3 + 895*z^4 + 1664*y^2*z - 133*y*z^2 - 1279*z^3 - 654*x*z + 1615*y*z - 146*z^2, x*y^3 - 264*y^2*z^2 - 652*y*z^3 - 1581*z^4 - 565*y^2*z - 492*y*z^2 + 305*z^3 - 1539*x*z + 107*y*z - 84*z^2, x*y^2*z + 1097*y^2*z^2 - 749*y*z^3 - 72*z^4 + 694*y^2*z + 539*y*z^2 - 1655*z^3 + 1424*x*z + 1701*y*z - 257*z^2, x*y*z^2 - 51*y^2*z^2 - 426*y*z^3 - 1012*z^4 + 690*y^2*z - 571*y*z^2 + 1370*z^3 - 1661*x*z + 853*y*z + 920*z^2, x*z^3 - 1308*y^2*z^2 - 1555*y*z^3 + 1592*z^4 + 1422*y^2*z + 1630*y*z^2 - 123*z^3 - 1079*x*z - 31*y*z - 1651*z^2, y^3*z + 934*y^2*z^2 + 492*y*z^3 - 836*z^4 + 212*y^2*z + 1424*y*z^2 + 63*z^3 - 1603*z^2, x^3 + 1028*y^2*z - 135*y*z^2 + 1089*z^3 + 699*x*z + 1569*y*z + 410*z^2, x^2*y + 1633*y^2*z + 1447*y*z^2 - 1284*z^3 - 1548*x*z - 1410*y*z + 202*z^2, x^2*z + 864*y^2*z - 107*y*z^2 + 895*z^3 - 476*x*z - 1276*y*z - 13*z^2, x*y^2 + 1097*y^2*z - 749*y*z^2 - 72*z^3 - 352*x*z + 1661*y*z - 1613*z^2, x*y*z - 51*y^2*z - 426*y*z^2 - 1012*z^3 + 570*x*z - 171*y*z + 778*z^2, x*z^2 - 1308*y^2*z - 1555*y*z^2 + 1592*z^3 - 1447*x*z - 630*y*z - 1744*z^2, x^2 - 520*x*z - 223*y*z - 494*z^2 - 1165*z, x*y - 659*x*z - 764*y*z - 228*z^2 + 846*z]"
17,"[-259*x^2 - 815*y^2 - 1488*z^2 + 1399*y + 1274*z, -166*x*y - 690*y^2 - 1033*y*z + 1228*z^2 + 1492]",4,"[x^4 + 1448*y^3*z + 1383*y^2*z^2 - 1333*y*z^3 - 1489*z^4 - 350*y^3 + 1489*y^2*z + 298*y*z^2 - 1511*z^3 + 392*y^2 - 121*y*z - 568*z^2 + 1250, x^3*y + 862*y^3*z - 878*y^2*z^2 + 1768*y*z^3 + 480*z^4 - 953*y^3 - 1083*y^2*z + 1045*y*z^2 + 1278*z^3 - 1712*y^2 - 791*y*z + 1196*z^2 + 788*y - 758*z - 737, x^3*z + 914*y^3*z + 715*y^2*z^2 - 1467*y*z^3 + 1166*z^4 + 394*y^3 + 1276*y^2*z - 1708*y*z^2 + 1127*z^3 - 1289*x*z + 299*y^2 - 434*y*z + 735*z^2 - 1180*x + 845*y - 1057*z, x^2*y^2 - 1348*y^3*z - 760*y^2*z^2 + 898*y*z^3 + 1317*z^4 - 768*y^3 + 1585*y^2*z + 340*y^2 - 1393*y*z - 1479*z^2 - 419, x^2*y*z + 1222*y^3*z + 129*y*z^3 - 1101*y^2*z + 762*y*z^2, x^2*z^2 + 1222*y^2*z^2 + 129*z^4 - 1101*y*z^2 + 762*z^3, x*y^3 - 1214*y^3*z - 1091*y^2*z^2 - 223*y*z^3 - 331*z^4 - 1635*y^3 - 1101*y^2*z + 222*y^2 - 606*y*z + 1414*z^2 + 108, x*y^2*z + 1158*y^3*z + 284*y^2*z^2 + 1702*y*z^3 + 1444*y*z, x*y*z^2 + 1158*y^2*z^2 + 284*y*z^3 + 1702*z^4 + 1444*z^2, x*z^3 - 1518*y^3*z - 1541*y^2*z^2 - 1566*y*z^3 - 284*z^4 - 1206*y^2*z + 854*y*z^2 - 45*x*z - 1095*y*z - 1408*z^2, y^4 - 1665*y^3*z + 857*y^2*z^2 - 738*y*z^3 + 861*z^4 + 856*y^3 + 635*y^2*z - 1022*y^2 + 1287*y*z + 544*z^2 - 1599, x^3 + 914*y^3 + 715*y^2*z - 1467*y*z^2 + 1166*z^3 + 762*x*z + 1091*y^2 + 339*y*z + 1086*z^2 - 1289*x + 1213*y + 735*z + 788, x^2*y + 1222*y^3 + 129*y*z^2 - 1101*y^2 + 762*y*z, x^2*z + 1222*y^2*z + 129*z^3 - 1101*y*z + 762*z^2, x*y^2 + 1158*y^3 + 284*y^2*z + 1702*y*z^2 + 1444*y, x*y*z + 1158*y^2*z + 284*y*z^2 + 1702*z^3 + 1444*z, x*z^2 - 1518*y^3 - 1541*y^2*z - 1566*y*z^2 - 284*z^3 - 1206*y^2 + 854*y*z - 45*x - 1095*y - 1408*z, x^2 + 1222*y^2 + 129*z^2 - 1101*y + 762*z, x*y + 1158*y^2 + 284*y*z + 1702*z^2 + 1444]"
18,"[-408*x*y + 552*x*z + 1361*z^2 + 411*z + 703, 848*x^2 - 1196*x*y + 1637*y*z - 177*z^2 + 207*z]",4,"[x^4 + 1578*y^2*z^2 - 1337*y*z^3 - 1673*z^4 - 1255*y^2*z + 1380*y*z^2 - 1313*z^3 + 1423*x*z + 437*y*z - 252*z^2 + 41*x + 762*y - 99*z - 1099, x^3*y + 1389*y^2*z^2 + 1704*y*z^3 - 1183*z^4 + 184*y^2*z - 549*y*z^2 + 1110*z^3 - 482*x*z + 1089*y*z - 1378*z^2 + 1328*x + 804*y + 711*z - 20, x^3*z + 121*y^2*z^2 - 1231*y*z^3 + 1045*z^4 + 136*y^2*z + 1381*y*z^2 - 1752*z^3 - 1590*x*z - 158*y*z + 910*z^2 + 1290*x - 1719*y, x^2*y^2 + 757*y^2*z^2 - 257*y*z^3 - 661*z^4 + 892*y^2*z + 469*y*z^2 - 850*z^3 + 995*x*z - 1507*y*z - 345*z^2 + 115*x - 112*y + 1157*z - 1414, x^2*y*z + 1147*y^2*z^2 - 569*y*z^3 + 766*z^4 - 266*y^2*z + 464*y*z^2 - 1138*z^3 + 427*x*z - 1772*y*z + 778*z^2 + 85*x - 237*y, x^2*z^2 - 696*y^2*z^2 + 124*y*z^3 + 1111*z^4 + 1654*y^2*z + 309*y*z^2 + 1031*z^3 - 1535*x*z + 678*y*z - 1584*z^2 + 1605*x + 1367*y, x*y^3 - 980*y^2*z^2 - 1633*y*z^3 + 1120*z^4 + 1090*y^2*z - 803*y*z^2 - 1525*z^3 + 1180*x*z - 306*y^2 - 785*y*z - 1613*z^2 - 737*x - 115*y, x*y^2*z - 1101*y^2*z^2 - 1207*y*z^3 - 1177*z^4 + 1057*y^2*z + 486*y*z^2 + 415*z^3 - 670*x*z - 426*y*z - 1038*z^2 + 689*x - 85*y, x*y*z^2 - 968*y^2*z^2 - 1423*y*z^3 + 518*z^4 - 1532*y^2*z + 919*y*z^2 - 927*z^3 - 341*x*z - 1014*y*z - 613*z^2 + 1743*x - 1605*y, x*z^3 + 1752*y^2*z^2 - 1206*y*z^3 - 148*z^4 - 1595*y^2*z - 1634*y*z^2 + 1571*z^3 - 1640*x*z + 1718*y*z - 998*z^2 + 363*x - 261*y, y^3*z + 506*y^2*z^2 + 1343*y*z^3 + 684*z^4 - 1321*y^2*z - 1666*y*z^2 - 221*z^3 + 1161*y^2 + 933*y*z + 738*z^2 - 244*z + 1129, x^3 + 121*y^2*z - 1231*y*z^2 + 1045*z^3 - 1231*x*z - 226*y*z - 461*z^2 + 1223*x - 1399*y - 1201*z, x^2*y + 1147*y^2*z - 569*y*z^2 + 766*z^3 + 895*x*z - 618*y*z + 1188*z^2 + 1341*x + 1542*y + 1725*z, x^2*z - 696*y^2*z + 124*y*z^2 + 1111*z^3 - 418*x*z + 743*y*z - 951*z^2 - 551*x + 660*y + 1275*z, x*y^2 - 1101*y^2*z - 1207*y*z^2 - 1177*z^3 + 1204*x*z - 815*y*z - 427*z^2 - 1315*x - 1647*y - 414*z, x*y*z - 968*y^2*z - 1423*y*z^2 + 518*z^3 + 1661*x*z - 1739*y*z + 1535*z^2 + 416*x + 551*y - 306*z, x*z^2 + 1752*y^2*z - 1206*y*z^2 - 148*z^3 - 1394*x*z - 1748*y*z - 1390*z^2 + 1387*x + 1641*y, x^2 + 875*x*z - 1667*y*z - 697*z^2 - 580*z + 1275, x*y - 210*x*z - 325*z^2 - 966*z - 306]"
19,"[-1569*x*y - 254*z^2 - 1313*x + 931*y - 591, 1613*x*z + 1510*y*z + 1530*z^2 - 1605*x + 643*y]",3,"[x^2*y - 179*y*z^2 + 124*z^3 - 1394*x^2 - 351*y*z - 1149*z^2 + 1380*x + 367*y + 896, x^2*z + 1328*y*z^2 + 1378*z^3 + 10*x^2 - 737*y*z - 278*z^2 + 698*x - 1264*y + 966*z - 890, x*y^2 - 140*y*z^2 + 178*y^2 - 75*z^2 + 520*x + 1192*y - 1557, x*y*z - 140*z^3 - 1655*y*z + 1032*z^2 - 248*x - 999*y + 1350*z, x*z^2 - 584*y*z^2 + 1217*z^3 - 1700*y*z - 1529*z^2 - 100*x + 913*y, y^2*z - 1150*y*z^2 + 267*z^3 - 1712*y^2 - 264*y*z - 1021*z^2 + 56*y + 719*z + 96, x*y - 140*z^2 - 1394*x + 178*y + 1350, x*z - 584*y*z + 1217*z^2 + 10*x - 446*y]"
20,"[-271*x*y + 597*z^2 + 647*x + 1554*y + 242*z, 1188*y^2 - 1529*z^2 + 239*x - 1716*y - 851]",3,"[x^2*y + 856*y*z^2 + 893*x^2 + 1609*x*z - 1073*y*z - 681*z^2 + 1359*x + 312*y - 226*z - 1660, x*y^2 - 120*y*z^2 + 1609*y*z + 911*z^2 - 1573*x - 1586*y - 949*z + 962, x*y*z - 120*z^3 + 1385*x*z - 45*y*z + 1609*z^2, x*z^2 + 953*y*z^2 + 1060*x^2 + 1735*y*z + 128*z^2 + 24*x - 1488*y - 221*z - 605, y^3 + 1608*y*z^2 - 197*z^2 - 906*x + 1519*y + 157*z - 1747, y^2*z + 1608*z^3 - 1627*x*z + 1575*y*z + 1519*z, x*y - 120*z^2 + 1385*x - 45*y + 1609*z, y^2 + 1608*z^2 - 1627*x + 1575*y + 1519]"
21,"[-1653*x^2 - 899*z^2 + 1048*x + 1361*y - 533*z, -1074*y^2 - 865*y*z + 608*z^2 + 298*x + 839*y]",2,"[-1653*x^2 - 899*z^2 + 1048*x + 1361*y - 533*z, -1074*y^2 - 865*y*z + 608*z^2 + 298*x + 839*y]"
22,"[-667*y*z + 264*z^2 - 186*y + 765*z - 1667, 1680*x^2 - 812*x*y + 980*z^2 + 580*y + 708]",2,"[-667*y*z + 264*z^2 - 186*y + 765*z - 1667, 1680*x^2 - 812*x*y + 980*z^2 + 580*y + 708]"
23,"[953*y^2 - 343*y*z + 1583*z^2 + 812*y + 374, 1579*y^2 - 1619*y*z - 1331*z^2 + 21*x - 554]",3,"[x*y^2 - 1514*x*z^2 + 1152*x^2 - 1590*x*y - 1262*x, x*y*z + 1311*x*z^2 - 1339*x^2 + 99*x*y - 674*x, y^3 + 197*x*y - 263*x*z + 13*z^2 - 1700*x - 706*y + 1676*z + 52, y^2*z - 1325*x*y - 37*x*z + 873*z^2 - 539*x - 1351*y + 20*z - 827, y*z^2 - 92*x*y - 1277*x*z + 763*z^2 - 1553*x - 1427*y + 882*z - 502, z^3 + 1618*x*y + 606*x*z - 1566*z^2 - 869*x - 304*y - 1611*z - 1591, y^2 - 1514*z^2 + 1152*x - 1590*y - 1262, y*z + 1311*z^2 - 1339*x + 99*y - 674]"
24,"[706*x*y + 883*y*z - 291*z^2 + 282*x - 1223*z, 203*x^2 + 664*y*z + 181*z^2 + 45*x - 959]",4,"[x^4 + 239*y^2*z^2 - 265*y*z^3 - 1214*z^4 - 317*y^2*z - 944*y*z^2 - 1767*z^3 + 929*x*z - 32*y*z - 86*z^2 + 1381*x - 274*y + 651*z + 823, x^3*y - 92*y^2*z^2 + 1481*y*z^3 + 1524*z^4 + 219*y^2*z + 1622*y*z^2 + 270*z^3 - 897*x*z - 1353*y*z + 1699*z^2 - 915*x + 704*y - 225*z - 1075, x^3*z + 1385*y^2*z^2 - 866*y*z^3 - 862*z^4 + 607*y^2*z + 1657*y*z^2 + 662*z^3 - 1231*x*z - 788*y*z - 444*z^2 - 1288*y - 844*z - 625, x^2*y^2 - 766*y^2*z^2 + 296*y*z^3 - 575*z^4 - 1770*y^2*z - 954*y*z^2 + 530*z^3 + 1215*y*z + 1769*z^2 - 23*x + 238*y - 203*z + 771, x^2*y*z + 178*y^2*z^2 - 69*y*z^3 - 1737*y*z^2 - 1424*z^3 - 1326*x*z + 1463*y*z + 317*z^2, x^2*z^2 + 178*y*z^3 - 69*z^4 - 28*y^2*z + 807*y*z^2 + 1737*z^3 - 1075*x*z + 413*y*z - 580*z^2 + 1643*y + 1624*z - 1695, x*y^3 - 1386*y^2*z^2 + 1385*y*z^3 + 533*z^4 - 235*y^2*z + 402*y*z^2 - 1139*z^3 - 75*y^2 - 1654*y*z + 1068*z^2 - 1479*x + 131*y + 69*z - 1677, x*y^2*z - 677*y^2*z^2 - 749*y*z^3 - 500*y*z^2 - 1198*z^3 - 448*x*z + 182*z^2, x*y*z^2 - 677*y*z^3 - 749*z^4 - 721*y^2*z + 385*y*z^2 - 1493*z^3 - 192*x*z - 893*y*z - 289*z^2 + 630*y - 746*z + 1578, x*z^3 + 1151*y^2*z^2 + 143*y*z^3 + 677*z^4 - 309*y^2*z + 36*y*z^2 + 1048*z^3 - 589*x*z + 358*y*z - 1009*z^2 + 270*y - 443*z + 1183, y^3*z + 1618*y^2*z^2 + 636*y*z^3 - 1571*z^4 + 1415*y^2*z + 914*y*z^2 + 276*z^3 + 68*y^2 + 1687*y*z - 1106*z^2 - 639*y + 429*z - 1459, x^3 + 1385*y^2*z - 866*y*z^2 - 862*z^3 + 1491*x*z - 1497*y*z - 826*z^2 + 1687*x - 1589*y + 1251*z - 1108, x^2*y + 178*y^2*z - 69*y*z^2 - 1737*y*z - 1424*z^2 - 1326*x + 1463*y + 317*z, x^2*z + 178*y*z^2 - 69*z^3 + 1433*x*z + 1463*z, x*y^2 - 677*y^2*z - 749*y*z^2 - 500*y*z - 1198*z^2 - 448*x + 182*z, x*y*z - 677*y*z^2 - 749*z^3 + 543*x*z + 777*z^2, x*z^2 + 1151*y^2*z + 143*y*z^2 + 677*z^3 - 274*x*z - 129*y*z - 6*z^2 + 234*y + 635*z - 630, x^2 + 178*y*z - 69*z^2 + 1433*x + 1463, x*y - 677*y*z - 749*z^2 + 543*x + 777*z]"
25,"[-1203*y*z + 1746*z^2 - 95*x + 1469*y - 1672*z, 833*y^2 + 1410*y*z + 1422*z^2 + 537*y + 226*z]",3,"[x*y^2 - 801*x*z^2 - 534*x^2 + 1294*x*y + 496*x*z, x*y*z - 771*x*z^2 + 1206*x^2 + 1588*x*y + 653*x*z, y^3 + 327*x*y - 1190*x*z - 1137*z^2 - 1753*x - 710*y + 610*z, y^2*z - 1034*x*y - 1172*x*z - 1149*z^2 - 1437*x + 860*y - 1668*z, y*z^2 + 931*x*y - 710*x*z + 180*z^2 + 803*x - 235*y - 990*z, z^3 + 1708*x*y + 752*x*z - 1469*z^2 - 1016*x + 1145*y + 672*z, y^2 - 801*z^2 - 534*x + 1294*y + 496*z, y*z - 771*z^2 + 1206*x + 1588*y + 653*z]"
26,"[-1279*y^2 - 1250*y*z + 547*z^2 + 1658*z - 867, 220*x*y - 1618*x*z + 254*z^2 + 1589*y + 316*z]",3,"[x^2*y - 749*x^2*z - 366*y*z^2 + 857*z^3 - 1089*x*z - 926*y*z - 402*z^2 - 150*x + 1446*y - 1710*z + 1335, x*y^2 - 662*y*z^2 - 667*z^3 - 1566*x*z - 321*y*z + 1744*z^2 - 285*x - 210*z - 609, x*y*z + 1326*y*z^2 + 1685*z^3 - 362*x*z - 1207*y*z + 1317*z^2 + 369*x - 1744*z + 1327, x*z^2 - 74*y*z^2 - 854*z^3 + 170*x*z - 1544*y*z - 869*z^2 + 493*x - 1513*z - 486, y^3 + 817*y*z^2 + 1446*z^3 - 115*y*z - 1693*z^2 + 1440*y - 1008*z, y^2*z - 354*y*z^2 - 1559*z^3 - 115*z^2 + 1440*z, x*y - 749*x*z - 676*z^2 - 1073*y - 450*z, y^2 - 354*y*z - 1559*z^2 - 115*z + 1440]"
